Spielzeit;DrehRichtung;Zahl;Geschwindigkeit;gr. Serie;kl. Serie;Orphelins;Im-/Pair;Kolonne;Manque / Passe
27.02.18 01:50;R;33;17;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 01:52;L;9;17;FALSCH;FALSCH;WAHR;1;3;1
27.02.18 01:54;R;9;18;FALSCH;FALSCH;WAHR;1;3;1
27.02.18 01:55;L;17;18;FALSCH;FALSCH;WAHR;1;2;1
27.02.18 01:56;R;12;17;WAHR;FALSCH;FALSCH;2;3;1
27.02.18 01:58;L;33;17;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 01:59;R;35;16;WAHR;FALSCH;FALSCH;1;2;2
27.02.18 02:00;L;19;18;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 02:02;R;11;17;FALSCH;WAHR;FALSCH;1;2;1
27.02.18 02:03;L;12;17;WAHR;FALSCH;FALSCH;2;3;1
27.02.18 02:05;R;8;16;FALSCH;WAHR;FALSCH;2;2;1
27.02.18 02:06;L;21;16;WAHR;FALSCH;FALSCH;1;3;2
27.02.18 02:07;R;16;16;FALSCH;WAHR;FALSCH;2;1;1
27.02.18 02:09;L;19;16;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 02:10;R;35;16;WAHR;FALSCH;FALSCH;1;2;2
27.02.18 02:11;L;16;16;FALSCH;WAHR;FALSCH;2;1;1
27.02.18 02:13;R;11;16;FALSCH;WAHR;FALSCH;1;2;1
27.02.18 02:14;L;0;17;WAHR;FALSCH;FALSCH;0;0;0
27.02.18 02:16;R;27;16;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 02:17;L;11;17;FALSCH;WAHR;FALSCH;1;2;1
27.02.18 02:18;R;31;16;FALSCH;FALSCH;WAHR;1;1;2
27.02.18 02:20;L;9;17;FALSCH;FALSCH;WAHR;1;3;1
27.02.18 02:21;R;20;14;FALSCH;FALSCH;WAHR;2;2;2
27.02.18 02:23;L;10;17;FALSCH;WAHR;FALSCH;2;1;1
27.02.18 02:24;R;34;16;FALSCH;FALSCH;WAHR;2;1;2
27.02.18 02:25;L;29;16;WAHR;FALSCH;FALSCH;1;2;2
27.02.18 02:27;R;36;16;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 19:00;L;26;16;WAHR;FALSCH;FALSCH;2;2;2
27.02.18 19:01;R;14;16;FALSCH;FALSCH;WAHR;2;2;1
27.02.18 19:02;L;15;16;WAHR;FALSCH;FALSCH;1;3;1
27.02.18 19:04;R;4;17;WAHR;FALSCH;FALSCH;2;1;1
27.02.18 19:05;L;22;17;WAHR;FALSCH;FALSCH;2;1;2
27.02.18 19:07;R;16;15;FALSCH;WAHR;FALSCH;2;1;1
27.02.18 19:08;L;27;17;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 19:10;R;26;16;WAHR;FALSCH;FALSCH;2;2;2
27.02.18 19:11;L;15;17;WAHR;FALSCH;FALSCH;1;3;1
27.02.18 19:13;R;19;16;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 19:14;L;13;18;FALSCH;WAHR;FALSCH;1;1;1
27.02.18 19:17;R;2;15;WAHR;FALSCH;FALSCH;2;2;1
27.02.18 19:19;L;9;16;FALSCH;FALSCH;WAHR;1;3;1
27.02.18 19:21;R;1;17;FALSCH;FALSCH;WAHR;1;1;1
27.02.18 19:24;L;10;17;FALSCH;WAHR;FALSCH;2;1;1
27.02.18 19:26;R;18;18;WAHR;FALSCH;FALSCH;2;3;1
27.02.18 19:28;L;27;18;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 19:30;R;3;17;WAHR;FALSCH;FALSCH;1;3;1
27.02.18 19:32;L;15;17;WAHR;FALSCH;FALSCH;1;3;1
27.02.18 19:34;R;32;16;WAHR;FALSCH;FALSCH;2;2;2
27.02.18 19:37;L;21;18;WAHR;FALSCH;FALSCH;1;3;2
27.02.18 19:40;R;19;16;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 19:42;L;11;17;FALSCH;WAHR;FALSCH;1;2;1
27.02.18 19:45;R;24;18;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 19:47;L;11;18;FALSCH;WAHR;FALSCH;1;2;1
27.02.18 19:50;R;10;17;FALSCH;WAHR;FALSCH;2;1;1
27.02.18 19:52;L;27;16;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 19:55;R;6;16;FALSCH;FALSCH;WAHR;2;3;1
27.02.18 19:57;L;20;15;FALSCH;FALSCH;WAHR;2;2;2
27.02.18 19:59;R;5;16;FALSCH;WAHR;FALSCH;1;2;1
27.02.18 20:02;L;10;16;FALSCH;WAHR;FALSCH;2;1;1
27.02.18 20:06;R;17;15;FALSCH;FALSCH;WAHR;1;2;1
27.02.18 20:09;L;32;16;WAHR;FALSCH;FALSCH;2;2;2
27.02.18 20:15;R;16;17;FALSCH;WAHR;FALSCH;2;1;1
27.02.18 20:21;L;29;17;WAHR;FALSCH;FALSCH;1;2;2
27.02.18 20:23;R;17;16;FALSCH;FALSCH;WAHR;1;2;1
27.02.18 20:24;L;13;17;FALSCH;WAHR;FALSCH;1;1;1
27.02.18 20:26;R;21;16;WAHR;FALSCH;FALSCH;1;3;2
27.02.18 20:28;L;14;17;FALSCH;FALSCH;WAHR;2;2;1
27.02.18 20:31;R;36;17;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 20:34;L;26;17;WAHR;FALSCH;FALSCH;2;2;2
27.02.18 20:36;R;17;15;FALSCH;FALSCH;WAHR;1;2;1
27.02.18 20:38;L;31;15;FALSCH;FALSCH;WAHR;1;1;2
27.02.18 20:41;R;30;15;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 20:42;L;6;15;FALSCH;FALSCH;WAHR;2;3;1
27.02.18 20:43;R;10;15;FALSCH;WAHR;FALSCH;2;1;1
27.02.18 20:45;L;35;16;WAHR;FALSCH;FALSCH;1;2;2
27.02.18 20:46;R;34;18;FALSCH;FALSCH;WAHR;2;1;2
27.02.18 20:47;L;16;18;FALSCH;WAHR;FALSCH;2;1;1
27.02.18 20:49;R;3;17;WAHR;FALSCH;FALSCH;1;3;1
27.02.18 20:50;L;35;19;WAHR;FALSCH;FALSCH;1;2;2
27.02.18 20:52;R;24;17;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 20:54;L;34;17;FALSCH;FALSCH;WAHR;2;1;2
27.02.18 20:57;R;3;18;WAHR;FALSCH;FALSCH;1;3;1
27.02.18 21:00;L;27;19;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 21:02;R;20;18;FALSCH;FALSCH;WAHR;2;2;2
27.02.18 21:04;L;6;19;FALSCH;FALSCH;WAHR;2;3;1
27.02.18 21:07;R;8;18;FALSCH;WAHR;FALSCH;2;2;1
27.02.18 21:09;L;27;20;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 21:11;R;21;18;WAHR;FALSCH;FALSCH;1;3;2
27.02.18 21:14;L;25;19;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 21:17;R;17;18;FALSCH;FALSCH;WAHR;1;2;1
27.02.18 21:18;L;8;20;FALSCH;WAHR;FALSCH;2;2;1
27.02.18 21:20;R;33;19;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 21:21;L;3;18;WAHR;FALSCH;FALSCH;1;3;1
27.02.18 21:22;R;25;18;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 21:24;L;36;18;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 21:25;R;6;18;FALSCH;FALSCH;WAHR;2;3;1
27.02.18 21:26;L;30;18;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 21:27;R;34;18;FALSCH;FALSCH;WAHR;2;1;2
27.02.18 21:29;L;19;18;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 21:30;R;20;17;FALSCH;FALSCH;WAHR;2;2;2
27.02.18 21:32;L;29;15;WAHR;FALSCH;FALSCH;1;2;2
27.02.18 21:33;R;30;17;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 21:35;L;27;18;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 21:37;R;32;16;WAHR;FALSCH;FALSCH;2;2;2
27.02.18 21:38;L;6;17;FALSCH;FALSCH;WAHR;2;3;1
27.02.18 21:40;R;2;16;WAHR;FALSCH;FALSCH;2;2;1
27.02.18 21:41;L;23;16;FALSCH;WAHR;FALSCH;1;2;2
27.02.18 21:43;R;22;17;WAHR;FALSCH;FALSCH;2;1;2
27.02.18 21:44;L;12;16;WAHR;FALSCH;FALSCH;2;3;1
27.02.18 21:45;R;19;15;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 21:47;L;3;16;WAHR;FALSCH;FALSCH;1;3;1
27.02.18 21:49;R;23;16;FALSCH;WAHR;FALSCH;1;2;2
27.02.18 21:51;L;28;16;WAHR;FALSCH;FALSCH;2;1;2
27.02.18 21:54;R;30;16;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 21:57;L;18;16;WAHR;FALSCH;FALSCH;2;3;1
27.02.18 21:59;R;20;16;FALSCH;FALSCH;WAHR;2;2;2
27.02.18 22:02;L;0;16;WAHR;FALSCH;FALSCH;0;0;0
27.02.18 22:04;R;11;15;FALSCH;WAHR;FALSCH;1;2;1
27.02.18 22:06;L;24;16;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 22:08;R;25;15;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 22:10;L;6;17;FALSCH;FALSCH;WAHR;2;3;1
27.02.18 22:13;R;7;16;WAHR;FALSCH;FALSCH;1;1;1
27.02.18 22:16;L;25;16;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 22:18;R;0;17;WAHR;FALSCH;FALSCH;0;0;0
27.02.18 22:19;L;31;17;FALSCH;FALSCH;WAHR;1;1;2
27.02.18 22:21;R;0;18;WAHR;FALSCH;FALSCH;0;0;0
27.02.18 22:22;L;23;16;FALSCH;WAHR;FALSCH;1;2;2
27.02.18 22:23;R;1;16;FALSCH;FALSCH;WAHR;1;1;1
27.02.18 22:24;L;6;17;FALSCH;FALSCH;WAHR;2;3;1
27.02.18 22:26;R;24;16;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 22:27;L;1;18;FALSCH;FALSCH;WAHR;1;1;1
27.02.18 22:28;R;8;17;FALSCH;WAHR;FALSCH;2;2;1
27.02.18 22:30;L;2;18;WAHR;FALSCH;FALSCH;2;2;1
27.02.18 22:32;R;4;18;WAHR;FALSCH;FALSCH;2;1;1
27.02.18 22:34;L;22;18;WAHR;FALSCH;FALSCH;2;1;2
27.02.18 22:36;R;2;16;WAHR;FALSCH;FALSCH;2;2;1
27.02.18 22:38;L;29;17;WAHR;FALSCH;FALSCH;1;2;2
27.02.18 22:40;R;3;16;WAHR;FALSCH;FALSCH;1;3;1
27.02.18 22:42;L;27;17;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 22:44;R;32;18;WAHR;FALSCH;FALSCH;2;2;2
27.02.18 22:45;L;12;18;WAHR;FALSCH;FALSCH;2;3;1
27.02.18 22:47;R;9;18;FALSCH;FALSCH;WAHR;1;3;1
27.02.18 22:49;L;30;18;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 22:51;R;20;18;FALSCH;FALSCH;WAHR;2;2;2
27.02.18 22:53;L;4;18;WAHR;FALSCH;FALSCH;2;1;1
27.02.18 22:55;R;23;17;FALSCH;WAHR;FALSCH;1;2;2
27.02.18 22:58;L;25;17;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 23:00;R;19;17;WAHR;FALSCH;FALSCH;1;1;2
27.02.18 23:03;L;13;17;FALSCH;WAHR;FALSCH;1;1;1
27.02.18 23:05;R;14;16;FALSCH;FALSCH;WAHR;2;2;1
27.02.18 23:10;L;31;16;FALSCH;FALSCH;WAHR;1;1;2
27.02.18 23:12;R;34;14;FALSCH;FALSCH;WAHR;2;1;2
27.02.18 23:14;L;20;16;FALSCH;FALSCH;WAHR;2;2;2
27.02.18 23:18;R;26;15;WAHR;FALSCH;FALSCH;2;2;2
27.02.18 23:21;L;18;15;WAHR;FALSCH;FALSCH;2;3;1
27.02.18 23:23;R;5;14;FALSCH;WAHR;FALSCH;1;2;1
27.02.18 23:25;L;0;15;WAHR;FALSCH;FALSCH;0;0;0
27.02.18 23:29;R;8;16;FALSCH;WAHR;FALSCH;2;2;1
27.02.18 23:32;L;4;16;WAHR;FALSCH;FALSCH;2;1;1
27.02.18 23:36;R;7;15;WAHR;FALSCH;FALSCH;1;1;1
27.02.18 23:40;L;0;16;WAHR;FALSCH;FALSCH;0;0;0
27.02.18 23:43;R;36;14;FALSCH;WAHR;FALSCH;2;3;2
27.02.18 23:45;L;18;16;WAHR;FALSCH;FALSCH;2;3;1
27.02.18 23:47;R;27;17;FALSCH;WAHR;FALSCH;1;3;2
27.02.18 23:49;L;18;18;WAHR;FALSCH;FALSCH;2;3;1
27.02.18 23:51;R;35;18;WAHR;FALSCH;FALSCH;1;2;2
27.02.18 23:53;L;14;19;FALSCH;FALSCH;WAHR;2;2;1
27.02.18 23:54;R;26;19;WAHR;FALSCH;FALSCH;2;2;2
27.02.18 23:57;L;26;19;WAHR;FALSCH;FALSCH;2;2;2
27.02.18 23:59;R;0;19;WAHR;FALSCH;FALSCH;0;0;0
28.02.18 00:02;L;3;19;WAHR;FALSCH;FALSCH;1;3;1
28.02.18 00:04;R;20;18;FALSCH;FALSCH;WAHR;2;2;2
28.02.18 00:06;L;3;19;WAHR;FALSCH;FALSCH;1;3;1
28.02.18 00:08;R;11;18;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 00:10;L;27;20;FALSCH;WAHR;FALSCH;1;3;2
28.02.18 00:12;R;5;18;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 00:13;L;4;19;WAHR;FALSCH;FALSCH;2;1;1
28.02.18 00:15;R;9;19;FALSCH;FALSCH;WAHR;1;3;1
28.02.18 00:17;L;20;18;FALSCH;FALSCH;WAHR;2;2;2
28.02.18 00:18;R;33;16;FALSCH;WAHR;FALSCH;1;3;2
28.02.18 00:20;L;18;18;WAHR;FALSCH;FALSCH;2;3;1
28.02.18 00:22;R;23;17;FALSCH;WAHR;FALSCH;1;2;2
28.02.18 00:24;L;31;17;FALSCH;FALSCH;WAHR;1;1;2
28.02.18 00:26;R;35;16;WAHR;FALSCH;FALSCH;1;2;2
28.02.18 00:28;L;3;17;WAHR;FALSCH;FALSCH;1;3;1
28.02.18 00:30;R;25;17;WAHR;FALSCH;FALSCH;1;1;2
28.02.18 00:32;L;3;17;WAHR;FALSCH;FALSCH;1;3;1
28.02.18 00:34;R;27;17;FALSCH;WAHR;FALSCH;1;3;2
28.02.18 00:36;L;32;18;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 00:38;R;14;16;FALSCH;FALSCH;WAHR;2;2;1
28.02.18 00:41;L;33;18;FALSCH;WAHR;FALSCH;1;3;2
28.02.18 00:43;R;16;16;FALSCH;WAHR;FALSCH;2;1;1
28.02.18 00:45;L;31;19;FALSCH;FALSCH;WAHR;1;1;2
28.02.18 00:46;R;34;18;FALSCH;FALSCH;WAHR;2;1;2
28.02.18 00:49;L;21;18;WAHR;FALSCH;FALSCH;1;3;2
28.02.18 00:51;R;31;18;FALSCH;FALSCH;WAHR;1;1;2
28.02.18 00:54;L;12;18;WAHR;FALSCH;FALSCH;2;3;1
28.02.18 00:56;R;21;19;WAHR;FALSCH;FALSCH;1;3;2
28.02.18 00:58;L;11;18;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 01:00;R;2;17;WAHR;FALSCH;FALSCH;2;2;1
28.02.18 01:03;L;34;16;FALSCH;FALSCH;WAHR;2;1;2
28.02.18 01:05;R;36;15;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 01:08;L;13;16;FALSCH;WAHR;FALSCH;1;1;1
28.02.18 01:12;R;20;14;FALSCH;FALSCH;WAHR;2;2;2
28.02.18 01:13;L;13;17;FALSCH;WAHR;FALSCH;1;1;1
28.02.18 01:16;R;30;14;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 01:19;L;8;16;FALSCH;WAHR;FALSCH;2;2;1
28.02.18 01:24;R;11;16;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 01:27;L;34;16;FALSCH;FALSCH;WAHR;2;1;2
28.02.18 01:30;R;30;16;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 01:33;L;9;17;FALSCH;FALSCH;WAHR;1;3;1
28.02.18 01:36;R;31;15;FALSCH;FALSCH;WAHR;1;1;2
28.02.18 01:40;L;21;15;WAHR;FALSCH;FALSCH;1;3;2
28.02.18 01:42;R;4;16;WAHR;FALSCH;FALSCH;2;1;1
28.02.18 01:46;L;36;15;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 01:48;R;18;14;WAHR;FALSCH;FALSCH;2;3;1
28.02.18 01:49;L;32;16;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 01:50;R;32;15;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 01:51;L;7;16;WAHR;FALSCH;FALSCH;1;1;1
28.02.18 01:52;R;0;15;WAHR;FALSCH;FALSCH;0;0;0
28.02.18 01:53;L;6;17;FALSCH;FALSCH;WAHR;2;3;1
28.02.18 01:54;R;16;14;FALSCH;WAHR;FALSCH;2;1;1
28.02.18 01:57;L;18;17;WAHR;FALSCH;FALSCH;2;3;1
28.02.18 01:58;R;34;16;FALSCH;FALSCH;WAHR;2;1;2
28.02.18 01:59;L;32;15;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 02:01;R;27;14;FALSCH;WAHR;FALSCH;1;3;2
28.02.18 02:02;L;31;16;FALSCH;FALSCH;WAHR;1;1;2
28.02.18 02:03;R;18;14;WAHR;FALSCH;FALSCH;2;3;1
28.02.18 02:05;L;3;14;WAHR;FALSCH;FALSCH;1;3;1
28.02.18 02:06;R;3;14;WAHR;FALSCH;FALSCH;1;3;1
28.02.18 02:07;L;30;16;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 02:08;R;12;16;WAHR;FALSCH;FALSCH;2;3;1
28.02.18 02:10;L;24;15;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 02:11;R;5;14;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 02:13;L;15;14;WAHR;FALSCH;FALSCH;1;3;1
28.02.18 02:15;R;9;13;FALSCH;FALSCH;WAHR;1;3;1
28.02.18 02:16;L;1;15;FALSCH;FALSCH;WAHR;1;1;1
28.02.18 02:18;R;0;16;WAHR;FALSCH;FALSCH;0;0;0
28.02.18 19:00;L;16;16;FALSCH;WAHR;FALSCH;2;1;1
28.02.18 19:02;R;6;17;FALSCH;FALSCH;WAHR;2;3;1
28.02.18 19:03;L;24;16;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 19:04;R;6;16;FALSCH;FALSCH;WAHR;2;3;1
28.02.18 19:06;L;21;15;WAHR;FALSCH;FALSCH;1;3;2
28.02.18 19:08;R;20;16;FALSCH;FALSCH;WAHR;2;2;2
28.02.18 19:09;L;3;16;WAHR;FALSCH;FALSCH;1;3;1
28.02.18 19:10;R;35;14;WAHR;FALSCH;FALSCH;1;2;2
28.02.18 19:12;L;4;16;WAHR;FALSCH;FALSCH;2;1;1
28.02.18 19:13;R;20;16;FALSCH;FALSCH;WAHR;2;2;2
28.02.18 19:14;L;16;15;FALSCH;WAHR;FALSCH;2;1;1
28.02.18 19:15;R;34;16;FALSCH;FALSCH;WAHR;2;1;2
28.02.18 19:16;L;21;19;WAHR;FALSCH;FALSCH;1;3;2
28.02.18 19:18;R;36;16;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 19:19;L;32;16;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 19:21;R;5;16;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 19:23;L;33;16;FALSCH;WAHR;FALSCH;1;3;2
28.02.18 19:25;R;24;16;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 19:26;L;24;18;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 19:28;R;28;17;WAHR;FALSCH;FALSCH;2;1;2
28.02.18 19:30;L;34;17;FALSCH;FALSCH;WAHR;2;1;2
28.02.18 19:32;R;7;17;WAHR;FALSCH;FALSCH;1;1;1
28.02.18 19:33;L;14;18;FALSCH;FALSCH;WAHR;2;2;1
28.02.18 19:35;R;6;18;FALSCH;FALSCH;WAHR;2;3;1
28.02.18 19:38;L;13;20;FALSCH;WAHR;FALSCH;1;1;1
28.02.18 19:40;R;18;16;WAHR;FALSCH;FALSCH;2;3;1
28.02.18 19:42;L;15;18;WAHR;FALSCH;FALSCH;1;3;1
28.02.18 19:44;R;3;16;WAHR;FALSCH;FALSCH;1;3;1
28.02.18 19:45;L;1;18;FALSCH;FALSCH;WAHR;1;1;1
28.02.18 19:46;R;0;16;WAHR;FALSCH;FALSCH;0;0;0
28.02.18 19:47;L;34;16;FALSCH;FALSCH;WAHR;2;1;2
28.02.18 19:49;R;25;15;WAHR;FALSCH;FALSCH;1;1;2
28.02.18 19:50;L;5;14;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 19:52;R;27;15;FALSCH;WAHR;FALSCH;1;3;2
28.02.18 19:53;L;32;15;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 19:55;R;26;16;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 19:56;L;0;16;WAHR;FALSCH;FALSCH;0;0;0
28.02.18 19:57;R;31;17;FALSCH;FALSCH;WAHR;1;1;2
28.02.18 19:59;L;4;16;WAHR;FALSCH;FALSCH;2;1;1
28.02.18 20:00;R;7;15;WAHR;FALSCH;FALSCH;1;1;1
28.02.18 20:01;L;11;16;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 20:03;R;14;16;FALSCH;FALSCH;WAHR;2;2;1
28.02.18 20:04;L;9;16;FALSCH;FALSCH;WAHR;1;3;1
28.02.18 20:05;R;19;15;WAHR;FALSCH;FALSCH;1;1;2
28.02.18 20:06;L;26;16;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 20:08;R;0;18;WAHR;FALSCH;FALSCH;0;0;0
28.02.18 20:09;L;2;16;WAHR;FALSCH;FALSCH;2;2;1
28.02.18 20:10;R;32;14;WAHR;FALSCH;FALSCH;2;2;2
28.02.18 20:11;L;5;16;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 20:13;R;14;15;FALSCH;FALSCH;WAHR;2;2;1
28.02.18 20:14;L;11;16;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 20:15;R;7;16;WAHR;FALSCH;FALSCH;1;1;1
28.02.18 20:17;L;33;17;FALSCH;WAHR;FALSCH;1;3;2
28.02.18 20:18;R;23;18;FALSCH;WAHR;FALSCH;1;2;2
28.02.18 20:20;L;36;18;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 20:21;R;2;18;WAHR;FALSCH;FALSCH;2;2;1
28.02.18 20:23;L;22;18;WAHR;FALSCH;FALSCH;2;1;2
28.02.18 20:24;R;11;18;FALSCH;WAHR;FALSCH;1;2;1
28.02.18 20:27;L;21;18;WAHR;FALSCH;FALSCH;1;3;2
28.02.18 20:31;R;36;17;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 20:32;L;36;18;FALSCH;WAHR;FALSCH;2;3;2
28.02.18 20:33;R;17;17;FALSCH;FALSCH;WAHR;1;2;1
28.02.18 20:35;L;29;18;WAHR;FALSCH;FALSCH;1;2;2
28.02.18 20:36;R;31;18;FALSCH;FALSCH;WAHR;1;1;2
28.02.18 20:37;L;0;18;WAHR;FALSCH;FALSCH;0;0;0
28.02.18 20:39;R;25;18;WAHR;FALSCH;FALSCH;1;1;2
28.02.18 20:40;L;19;17;WAHR;FALSCH;FALSCH;1;1;2
