Spielzeit;DrehRichtung;Zahl;Geschwindigkeit;gr. Serie;kl. Serie;Orphelins;Im-/Pair;Kolonne;Manque / Passe
03.03.18 01:07;R;10;17;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 01:08;L;28;17;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 01:10;R;10;16;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 01:11;L;27;17;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 01:12;R;30;16;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 01:17;L;34;18;FALSCH;FALSCH;WAHR;2;1;2
03.03.18 01:19;R;22;17;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 01:21;L;16;17;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 01:22;R;29;18;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 01:23;L;22;18;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 01:24;R;5;17;FALSCH;WAHR;FALSCH;1;2;1
03.03.18 01:25;L;8;18;FALSCH;WAHR;FALSCH;2;2;1
03.03.18 01:26;R;22;18;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 01:27;L;31;17;FALSCH;FALSCH;WAHR;1;1;2
03.03.18 01:29;R;35;18;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 01:30;L;25;16;WAHR;FALSCH;FALSCH;1;1;2
03.03.18 01:32;R;9;17;FALSCH;FALSCH;WAHR;1;3;1
03.03.18 01:34;L;12;17;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 01:35;R;14;18;FALSCH;FALSCH;WAHR;2;2;1
03.03.18 01:36;L;12;17;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 01:37;R;34;17;FALSCH;FALSCH;WAHR;2;1;2
03.03.18 01:38;L;9;16;FALSCH;FALSCH;WAHR;1;3;1
03.03.18 01:39;R;30;17;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 01:40;L;8;17;FALSCH;WAHR;FALSCH;2;2;1
03.03.18 01:42;R;23;17;FALSCH;WAHR;FALSCH;1;2;2
03.03.18 01:43;L;15;17;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 01:44;R;2;17;WAHR;FALSCH;FALSCH;2;2;1
03.03.18 01:46;L;14;14;FALSCH;FALSCH;WAHR;2;2;1
03.03.18 01:47;R;22;16;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 01:48;L;9;17;FALSCH;FALSCH;WAHR;1;3;1
03.03.18 01:49;R;19;17;WAHR;FALSCH;FALSCH;1;1;2
03.03.18 01:50;L;31;16;FALSCH;FALSCH;WAHR;1;1;2
03.03.18 01:52;R;28;16;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 01:53;L;10;16;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 01:54;R;7;15;WAHR;FALSCH;FALSCH;1;1;1
03.03.18 01:55;L;24;14;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 01:56;R;4;16;WAHR;FALSCH;FALSCH;2;1;1
03.03.18 01:57;L;10;16;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 01:57;R;8;17;FALSCH;WAHR;FALSCH;2;2;1
03.03.18 01:58;L;24;15;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 01:59;R;36;16;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 02:00;L;33;18;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 02:01;R;4;16;WAHR;FALSCH;FALSCH;2;1;1
03.03.18 02:01;L;35;15;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 02:02;R;35;17;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 02:03;L;31;15;FALSCH;FALSCH;WAHR;1;1;2
03.03.18 02:04;R;10;16;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 02:04;L;3;16;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 02:05;R;9;14;FALSCH;FALSCH;WAHR;1;3;1
03.03.18 02:06;L;32;15;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 02:07;R;35;16;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 02:08;L;2;17;WAHR;FALSCH;FALSCH;2;2;1
03.03.18 02:10;R;20;15;FALSCH;FALSCH;WAHR;2;2;2
03.03.18 02:11;L;34;17;FALSCH;FALSCH;WAHR;2;1;2
03.03.18 02:13;R;31;16;FALSCH;FALSCH;WAHR;1;1;2
03.03.18 02:15;L;6;15;FALSCH;FALSCH;WAHR;2;3;1
03.03.18 02:16;R;27;15;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 02:18;L;30;16;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 02:20;R;8;17;FALSCH;WAHR;FALSCH;2;2;1
03.03.18 02:22;L;21;16;WAHR;FALSCH;FALSCH;1;3;2
03.03.18 02:23;R;14;16;FALSCH;FALSCH;WAHR;2;2;1
03.03.18 02:24;L;20;14;FALSCH;FALSCH;WAHR;2;2;2
03.03.18 02:26;R;27;15;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 02:27;L;20;16;FALSCH;FALSCH;WAHR;2;2;2
03.03.18 02:29;R;17;14;FALSCH;FALSCH;WAHR;1;2;1
03.03.18 02:29;L;31;15;FALSCH;FALSCH;WAHR;1;1;2
03.03.18 19:00;L;15;18;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 19:03;R;29;17;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 19:05;L;15;17;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 19:06;R;32;16;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 19:07;L;15;17;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 19:08;R;36;16;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 19:10;L;18;18;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 19:11;R;33;16;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 19:13;L;1;16;FALSCH;FALSCH;WAHR;1;1;1
03.03.18 19:14;R;14;17;FALSCH;FALSCH;WAHR;2;2;1
03.03.18 19:15;L;30;17;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 19:17;R;5;17;FALSCH;WAHR;FALSCH;1;2;1
03.03.18 19:19;L;12;18;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 19:20;R;32;18;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 19:23;L;13;18;FALSCH;WAHR;FALSCH;1;1;1
03.03.18 19:25;R;25;18;WAHR;FALSCH;FALSCH;1;1;2
03.03.18 19:26;L;22;19;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 19:28;R;18;18;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 19:30;L;36;18;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 19:32;R;15;18;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 19:34;L;16;18;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 19:35;R;1;16;FALSCH;FALSCH;WAHR;1;1;1
03.03.18 19:37;L;23;18;FALSCH;WAHR;FALSCH;1;2;2
03.03.18 19:38;R;33;17;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 19:40;L;5;18;FALSCH;WAHR;FALSCH;1;2;1
03.03.18 19:42;R;35;17;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 19:43;L;7;20;WAHR;FALSCH;FALSCH;1;1;1
03.03.18 19:45;R;17;17;FALSCH;FALSCH;WAHR;1;2;1
03.03.18 19:46;L;35;17;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 19:48;R;32;16;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 19:49;L;34;17;FALSCH;FALSCH;WAHR;2;1;2
03.03.18 19:50;R;30;15;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 19:52;L;27;16;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 19:53;R;2;17;WAHR;FALSCH;FALSCH;2;2;1
03.03.18 19:54;L;6;17;FALSCH;FALSCH;WAHR;2;3;1
03.03.18 19:56;R;15;16;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 19:57;L;9;17;FALSCH;FALSCH;WAHR;1;3;1
03.03.18 19:58;R;15;17;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 20:00;L;6;18;FALSCH;FALSCH;WAHR;2;3;1
03.03.18 20:02;R;22;15;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 20:03;L;24;16;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 20:05;R;13;15;FALSCH;WAHR;FALSCH;1;1;1
03.03.18 20:06;L;36;16;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 20:07;R;2;16;WAHR;FALSCH;FALSCH;2;2;1
03.03.18 20:09;L;16;16;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 20:10;R;3;16;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 20:12;L;36;17;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 20:13;R;31;17;FALSCH;FALSCH;WAHR;1;1;2
03.03.18 20:14;L;3;17;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 20:16;R;6;18;FALSCH;FALSCH;WAHR;2;3;1
03.03.18 20:18;L;14;16;FALSCH;FALSCH;WAHR;2;2;1
03.03.18 20:20;R;23;18;FALSCH;WAHR;FALSCH;1;2;2
03.03.18 20:21;L;31;17;FALSCH;FALSCH;WAHR;1;1;2
03.03.18 20:23;R;32;17;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 20:25;L;21;17;WAHR;FALSCH;FALSCH;1;3;2
03.03.18 20:27;R;24;17;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 20:29;L;10;18;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 20:30;R;7;17;WAHR;FALSCH;FALSCH;1;1;1
03.03.18 20:32;L;22;19;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 20:34;R;32;18;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 20:36;L;32;20;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 20:38;R;23;17;FALSCH;WAHR;FALSCH;1;2;2
03.03.18 20:40;L;7;18;WAHR;FALSCH;FALSCH;1;1;1
03.03.18 20:42;R;7;17;WAHR;FALSCH;FALSCH;1;1;1
03.03.18 20:44;L;12;18;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 20:46;R;13;17;FALSCH;WAHR;FALSCH;1;1;1
03.03.18 20:47;L;22;18;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 20:50;R;6;16;FALSCH;FALSCH;WAHR;2;3;1
03.03.18 20:51;L;19;17;WAHR;FALSCH;FALSCH;1;1;2
03.03.18 20:53;R;24;19;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 20:54;L;0;18;WAHR;FALSCH;FALSCH;0;0;0
03.03.18 20:57;R;4;16;WAHR;FALSCH;FALSCH;2;1;1
03.03.18 20:59;L;13;19;FALSCH;WAHR;FALSCH;1;1;1
03.03.18 21:00;R;28;18;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 21:02;L;8;19;FALSCH;WAHR;FALSCH;2;2;1
03.03.18 21:05;R;28;19;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 21:07;L;3;17;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 21:09;R;4;17;WAHR;FALSCH;FALSCH;2;1;1
03.03.18 21:11;L;30;18;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 21:13;R;31;18;FALSCH;FALSCH;WAHR;1;1;2
03.03.18 21:16;L;8;17;FALSCH;WAHR;FALSCH;2;2;1
03.03.18 21:18;R;33;18;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 21:20;L;8;17;FALSCH;WAHR;FALSCH;2;2;1
03.03.18 21:24;R;19;18;WAHR;FALSCH;FALSCH;1;1;2
03.03.18 21:26;L;15;19;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 21:28;R;12;18;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 21:29;L;3;18;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 21:31;R;3;21;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 21:34;L;32;19;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 21:36;R;24;19;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 21:38;L;5;18;FALSCH;WAHR;FALSCH;1;2;1
03.03.18 21:40;R;18;19;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 21:41;L;23;18;FALSCH;WAHR;FALSCH;1;2;2
03.03.18 21:42;R;15;16;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 21:44;L;16;18;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 21:46;R;31;17;FALSCH;FALSCH;WAHR;1;1;2
03.03.18 21:48;L;18;18;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 21:50;R;12;18;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 21:51;L;22;17;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 21:53;R;17;18;FALSCH;FALSCH;WAHR;1;2;1
03.03.18 21:54;L;12;16;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 21:56;R;36;18;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 21:58;L;4;17;WAHR;FALSCH;FALSCH;2;1;1
03.03.18 22:00;R;9;18;FALSCH;FALSCH;WAHR;1;3;1
03.03.18 22:02;L;10;20;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 22:04;R;1;18;FALSCH;FALSCH;WAHR;1;1;1
03.03.18 22:08;L;16;18;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 22:10;R;34;18;FALSCH;FALSCH;WAHR;2;1;2
03.03.18 22:12;L;4;20;WAHR;FALSCH;FALSCH;2;1;1
03.03.18 22:14;R;35;17;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 22:16;L;30;19;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 22:17;R;24;19;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 22:20;L;1;19;FALSCH;FALSCH;WAHR;1;1;1
03.03.18 22:22;R;2;18;WAHR;FALSCH;FALSCH;2;2;1
03.03.18 22:24;L;4;19;WAHR;FALSCH;FALSCH;2;1;1
03.03.18 22:27;R;17;19;FALSCH;FALSCH;WAHR;1;2;1
03.03.18 22:28;L;24;19;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 22:30;R;30;19;FALSCH;WAHR;FALSCH;2;3;2
03.03.18 22:32;L;12;18;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 22:34;R;4;18;WAHR;FALSCH;FALSCH;2;1;1
03.03.18 22:37;L;7;18;WAHR;FALSCH;FALSCH;1;1;1
03.03.18 22:39;R;19;18;WAHR;FALSCH;FALSCH;1;1;2
03.03.18 22:40;L;20;18;FALSCH;FALSCH;WAHR;2;2;2
03.03.18 22:43;R;27;18;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 22:45;L;18;18;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 22:47;R;13;18;FALSCH;WAHR;FALSCH;1;1;1
03.03.18 22:48;L;18;19;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 22:50;R;23;18;FALSCH;WAHR;FALSCH;1;2;2
03.03.18 22:52;L;32;18;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 22:55;R;35;18;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 22:57;L;34;18;FALSCH;FALSCH;WAHR;2;1;2
03.03.18 22:59;R;0;18;WAHR;FALSCH;FALSCH;0;0;0
03.03.18 23:02;L;27;18;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 23:04;R;18;16;WAHR;FALSCH;FALSCH;2;3;1
03.03.18 23:06;L;10;18;FALSCH;WAHR;FALSCH;2;1;1
03.03.18 23:08;R;9;18;FALSCH;FALSCH;WAHR;1;3;1
03.03.18 23:10;L;25;20;WAHR;FALSCH;FALSCH;1;1;2
03.03.18 23:12;R;1;17;FALSCH;FALSCH;WAHR;1;1;1
03.03.18 23:14;L;5;18;FALSCH;WAHR;FALSCH;1;2;1
03.03.18 23:16;R;26;18;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 23:18;L;25;17;WAHR;FALSCH;FALSCH;1;1;2
03.03.18 23:21;R;6;18;FALSCH;FALSCH;WAHR;2;3;1
03.03.18 23:22;L;4;18;WAHR;FALSCH;FALSCH;2;1;1
03.03.18 23:24;R;22;16;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 23:26;L;27;17;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 23:28;R;31;16;FALSCH;FALSCH;WAHR;1;1;2
03.03.18 23:30;L;22;17;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 23:31;R;1;17;FALSCH;FALSCH;WAHR;1;1;1
03.03.18 23:33;L;7;18;WAHR;FALSCH;FALSCH;1;1;1
03.03.18 23:34;R;1;17;FALSCH;FALSCH;WAHR;1;1;1
03.03.18 23:36;L;5;17;FALSCH;WAHR;FALSCH;1;2;1
03.03.18 23:37;R;5;17;FALSCH;WAHR;FALSCH;1;2;1
03.03.18 23:40;L;19;17;WAHR;FALSCH;FALSCH;1;1;2
03.03.18 23:41;R;20;18;FALSCH;FALSCH;WAHR;2;2;2
03.03.18 23:43;L;29;18;WAHR;FALSCH;FALSCH;1;2;2
03.03.18 23:44;R;26;16;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 23:46;L;25;17;WAHR;FALSCH;FALSCH;1;1;2
03.03.18 23:47;R;0;18;WAHR;FALSCH;FALSCH;0;0;0
03.03.18 23:48;L;5;18;FALSCH;WAHR;FALSCH;1;2;1
03.03.18 23:51;R;4;18;WAHR;FALSCH;FALSCH;2;1;1
03.03.18 23:52;L;22;18;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 23:53;R;15;17;WAHR;FALSCH;FALSCH;1;3;1
03.03.18 23:55;L;28;18;WAHR;FALSCH;FALSCH;2;1;2
03.03.18 23:56;R;27;18;FALSCH;WAHR;FALSCH;1;3;2
03.03.18 23:58;L;26;19;WAHR;FALSCH;FALSCH;2;2;2
03.03.18 23:59;R;9;17;FALSCH;FALSCH;WAHR;1;3;1
04.03.18 00:01;L;21;16;WAHR;FALSCH;FALSCH;1;3;2
04.03.18 00:03;R;33;18;FALSCH;WAHR;FALSCH;1;3;2
04.03.18 00:04;L;6;18;FALSCH;FALSCH;WAHR;2;3;1
04.03.18 00:05;R;3;17;WAHR;FALSCH;FALSCH;1;3;1
04.03.18 00:06;L;11;17;FALSCH;WAHR;FALSCH;1;2;1
04.03.18 00:08;R;9;19;FALSCH;FALSCH;WAHR;1;3;1
04.03.18 00:10;L;36;17;FALSCH;WAHR;FALSCH;2;3;2
04.03.18 00:11;R;18;18;WAHR;FALSCH;FALSCH;2;3;1
04.03.18 00:12;L;30;16;FALSCH;WAHR;FALSCH;2;3;2
04.03.18 00:14;R;32;17;WAHR;FALSCH;FALSCH;2;2;2
04.03.18 00:15;L;33;18;FALSCH;WAHR;FALSCH;1;3;2
04.03.18 00:16;R;28;18;WAHR;FALSCH;FALSCH;2;1;2
04.03.18 00:18;L;3;18;WAHR;FALSCH;FALSCH;1;3;1
04.03.18 00:19;R;31;18;FALSCH;FALSCH;WAHR;1;1;2
04.03.18 00:20;L;26;17;WAHR;FALSCH;FALSCH;2;2;2
04.03.18 00:23;R;13;17;FALSCH;WAHR;FALSCH;1;1;1
04.03.18 00:24;L;17;18;FALSCH;FALSCH;WAHR;1;2;1
04.03.18 00:25;R;5;16;FALSCH;WAHR;FALSCH;1;2;1
04.03.18 00:26;L;34;18;FALSCH;FALSCH;WAHR;2;1;2
04.03.18 00:28;R;19;17;WAHR;FALSCH;FALSCH;1;1;2
04.03.18 00:29;L;15;18;WAHR;FALSCH;FALSCH;1;3;1
04.03.18 00:30;R;29;16;WAHR;FALSCH;FALSCH;1;2;2
04.03.18 00:32;L;19;18;WAHR;FALSCH;FALSCH;1;1;2
04.03.18 00:33;R;4;17;WAHR;FALSCH;FALSCH;2;1;1
04.03.18 00:34;L;16;16;FALSCH;WAHR;FALSCH;2;1;1
04.03.18 00:36;R;0;18;WAHR;FALSCH;FALSCH;0;0;0
04.03.18 00:38;L;28;18;WAHR;FALSCH;FALSCH;2;1;2
04.03.18 00:40;R;10;17;FALSCH;WAHR;FALSCH;2;1;1
04.03.18 00:42;L;32;16;WAHR;FALSCH;FALSCH;2;2;2
04.03.18 00:44;R;20;18;FALSCH;FALSCH;WAHR;2;2;2
04.03.18 00:46;L;28;15;WAHR;FALSCH;FALSCH;2;1;2
04.03.18 00:47;R;19;16;WAHR;FALSCH;FALSCH;1;1;2
04.03.18 00:48;L;14;18;FALSCH;FALSCH;WAHR;2;2;1
04.03.18 00:49;R;1;17;FALSCH;FALSCH;WAHR;1;1;1
04.03.18 00:50;L;24;16;FALSCH;WAHR;FALSCH;2;3;2
04.03.18 00:52;R;6;16;FALSCH;FALSCH;WAHR;2;3;1
04.03.18 00:53;L;34;16;FALSCH;FALSCH;WAHR;2;1;2
04.03.18 00:54;R;16;16;FALSCH;WAHR;FALSCH;2;1;1
04.03.18 00:55;L;33;17;FALSCH;WAHR;FALSCH;1;3;2
04.03.18 00:56;R;11;16;FALSCH;WAHR;FALSCH;1;2;1
04.03.18 00:57;L;11;17;FALSCH;WAHR;FALSCH;1;2;1
04.03.18 00:58;R;1;16;FALSCH;FALSCH;WAHR;1;1;1
04.03.18 00:59;L;7;17;WAHR;FALSCH;FALSCH;1;1;1
04.03.18 01:01;R;18;17;WAHR;FALSCH;FALSCH;2;3;1
04.03.18 01:02;L;2;18;WAHR;FALSCH;FALSCH;2;2;1
04.03.18 01:03;R;33;17;FALSCH;WAHR;FALSCH;1;3;2
04.03.18 01:05;L;19;18;WAHR;FALSCH;FALSCH;1;1;2
04.03.18 01:06;R;21;17;WAHR;FALSCH;FALSCH;1;3;2
04.03.18 01:07;L;19;18;WAHR;FALSCH;FALSCH;1;1;2
04.03.18 01:09;R;23;16;FALSCH;WAHR;FALSCH;1;2;2
04.03.18 01:10;L;30;18;FALSCH;WAHR;FALSCH;2;3;2
04.03.18 01:12;R;25;18;WAHR;FALSCH;FALSCH;1;1;2
04.03.18 01:13;L;29;19;WAHR;FALSCH;FALSCH;1;2;2
04.03.18 01:15;R;10;18;FALSCH;WAHR;FALSCH;2;1;1
04.03.18 01:16;L;10;18;FALSCH;WAHR;FALSCH;2;1;1
04.03.18 01:18;R;22;16;WAHR;FALSCH;FALSCH;2;1;2
04.03.18 01:19;L;29;18;WAHR;FALSCH;FALSCH;1;2;2
04.03.18 01:21;R;30;17;FALSCH;WAHR;FALSCH;2;3;2
04.03.18 01:22;L;6;18;FALSCH;FALSCH;WAHR;2;3;1
04.03.18 01:24;R;28;18;WAHR;FALSCH;FALSCH;2;1;2
04.03.18 01:26;L;31;17;FALSCH;FALSCH;WAHR;1;1;2
04.03.18 01:27;R;19;18;WAHR;FALSCH;FALSCH;1;1;2
04.03.18 01:29;L;4;18;WAHR;FALSCH;FALSCH;2;1;1
04.03.18 01:30;R;20;16;FALSCH;FALSCH;WAHR;2;2;2
04.03.18 01:32;L;3;18;WAHR;FALSCH;FALSCH;1;3;1
04.03.18 01:33;R;20;16;FALSCH;FALSCH;WAHR;2;2;2
04.03.18 01:35;L;12;17;WAHR;FALSCH;FALSCH;2;3;1
04.03.18 01:36;R;10;16;FALSCH;WAHR;FALSCH;2;1;1
04.03.18 01:37;L;17;18;FALSCH;FALSCH;WAHR;1;2;1
04.03.18 01:39;R;16;17;FALSCH;WAHR;FALSCH;2;1;1
04.03.18 01:40;L;23;17;FALSCH;WAHR;FALSCH;1;2;2
04.03.18 01:42;R;35;18;WAHR;FALSCH;FALSCH;1;2;2
04.03.18 01:43;L;2;19;WAHR;FALSCH;FALSCH;2;2;1
